Parent,Child,CONVERSION RATE,Parent Description,Child Description,Parent QSU,Child QSU,Parent SU,Child SU
07200574,07200574PK,4,STRPETTE PPER/PLSTC10ML 200/CS,STRPETTE PPER/PLSTC10ML 50/PK,00200,00050,CS,PK
07200575,07200575PK,8,STRIPET IN PPR/PLST 25ML 200CS,STRIPETTE IN PPR/PLST25ML 25PK,00200,00025,CS,PK
07200576,07200576PK,4,STRPET 50ML PA/PLAS 100/CS,STRPET 50ML PA/PLAS 25/PK,00100,00025,CS,PK
0976170,0976170PK,10,CONCL BT CRYOVIAL 1.2ML 500/CS,CONCL BT CRYOVIAL 1.2ML 50/PK,00500,00050,CS,PK
02912150,02912150EA,24,BTL GLS AMB PCKR WM WHTN 24CS,BTL GLS AMB PCKR WM WHTN,00024,00001,CS,EA
02912151,02912151EA,24,BTL GLS AMB PCKR WM WHTN 24CS,BTL GLS AMB PCKR WM WHTN,00024,00001,CS,EA
0343812A,0343812AEA,6,BTL DY SPRY MIST DSP 16OZ 6/PK,BTL DY SPRY MIST DSP 16OZ,00006,00001,PK,EA
07200364,07200364EA,100,CELL LIFTER 100/CS,CELL LIFTER,00100,00001,CS,EA
07200571,07200571PK,20,STRIPET 1ML PA/PLAS ST 1000/CS,STRIPET 1ML PA/PLAS ST 50/PK,01000,00050,CS,PK
0720083,0720083EA,50,PLATE 6-WELL TC 50/CS,PLATE 6-WELL TC,00050,00001,CS,EA
0720086,0720086EA,100,PLATE 48-WELL 1.6ML 100/CS,PLATE 48-WELL 1.6ML,00100,00001,CS,EA
0877224,0877224PK,12,TIS CUL DISH 150X25MM 60/CS,TIS CUL DISH 150X25MM 5/PK,00060,00005,CS,PK
1012661,1012661PK,10,FLASK W/VENT CAP 175CM 50/CS,FLASK W/VENT CAP 175CM 5/PK,00050,00005,CS,PK
09761106,09761106EA,12,FLT PES 250/250 .22UM 12/CS,FLT PES 250/250 .22UM,00012,00001,CS,EA
09761107,09761107EA,12,FLT PES 500/500 .22UM 12/CS,FLT PES 500/500 .22UM,00012,00001,CS,EA
14610121,14610121EA,12,PTFE TAPE 1INX600IN 12/PK,PTFE TAPE 1IN/X600IN,00012,00001,PK,EA
0353055,0353055EA,6,REAGT-PHARMACEUT SHIPPER 6/PK,REAGT-PHARMACEUT SHIPPER,00006,00001,PK,EA
0666671,0666671PK,48,KLNX FACIAL TISSUE 48/CS,KLNX FACIL 125 TISSUES FOR 1PK,00048,00001,CS,PK
1590110A,1590110AEA,3,TAPE WHITE 25MMX13M 3/PK,TAPE WHITE 25MMX13M,00003,00001,PK,EA
1590110E,1590110EEA,3,TAPE RED 25MMX13M 3/PK,TAPE RED 25MMX13M,00003,00001,PK,EA
1590110F,1590110FEA,3,TAPE ORANGE 25MMX13M 3/PK,TAPE ORANGE 25MMX13M,00003,00001,PK,EA
1590120A,1590120AEA,4,TAPE WHITE 19MMX55M 4/CS,TAPE WHITE 19MMX55M,00004,00001,CS,EA
1590120F,1590120FEA,4,TAPE ORANGE 19MMX55M 4/CS,TAPE ORANGE 19MMX55M,00004,00001,CS,EA
08757100A,08757100APK,25,PETRI DISH 35X10MM 500/CS,PETRI DISH 35X10MM 20PK,00500,00020,CS,PK
08757100D,08757100DPK,25,PETRI DISHES 100X15MM 500/CS,PETRI DISHES 100X15MM 20/PK,00500,00020,CS,PK
14830124,14830124EA,20,CONTAINER NDLE/SYR COLL 20/CS,CONTAINER NDLE/SYR COLL,00020,00001,CS,EA
02912324,02912324EA,24,BTL HDPE NM W/CAP 32OZ 24/CS,BTL HDPE NM W/CAP 32OZ,00024,00001,CS,EA
1590115E,1590115EEA,6,TAPE RED 13MMX55M 6/CS,TAPE RED 13MMX55M,00006,00001,CS,EA
0644318,0644318PK,20,FB50MLTBE PP\FLAT\GRD\S 500CS,FB50MLTBE PP\FLAT\GRD\S 25PK,00500,00025,CS,PK
1590110D,1590110DEA,3,TAPE PINK 25MMX13M 3/PK,TAPE PINK 25MMX13M,00003,00001,PK,EA
1590120B,1590120BEA,4,TAPE YELLOW 19MMX55M 4/CS,TAPE YELLOW 19MMX55M,00004,00001,CS,EA
1451393,1451393EA,100,STIR BAR DISP 1/2X1/8 100/CS,STIR BAR DISP 12X4MM,00100,00001,CS,EA
1590110B,1590110BEA,3,TAPE YELLOW 25MMX13M 3/PK,TAPE YELLOW 25MMX13M,00003,00001,PK,EA
1590110C,1590110CEA,3,TAPE GREEN 25MMX13M 3/PK,TAPE GREEN 25MMX13M,00003,00001,PK,EA
1590110G,1590110GEA,3,TAPE BLUE 25MMX13M 3/PK,TAPE BLUE 25MMX13M,00003,00001,PK,EA
1590120G,1590120GEA,4,TAPE BLUE 19MMX55M 4/CS,TAPE BLUE 19MMX55M,00004,00001,CS,EA
1590120C,1590120CEA,4,TAPE GREEN 19MMX55M 4/CS,TAPE GREEN 19MMX55M,00004,00001,CS,EA
1590120E,1590120EEA,4,TAPE RED 19MMX55M 4/CS,TAPE RED 19MMX55M,00004,00001,CS,EA
14610120,14610120EA,12,PTFE TAPE 1/2INX600IN 12/PK,PTFE TAPE 1/2IN/X600IN,00012,00001,PK,EA
1590125A,1590125AEA,3,TAPE WHITE 25MMX55M 3/CS,TAPE WHITE 25MMX55M,00003,00001,CS,EA
1590125B,1590125BEA,3,TAPE YELLOW 25MMX55M 3/CS,TAPE YELLOW 25MMX55M,00003,00001,CS,EA
1590125C,1590125CEA,3,TAPE GREEN 25MMX55M 3/CS,TAPE GREEN 25MMX55M,00003,00001,CS,EA
1590125E,1590125EEA,3,TAPE RED 25MMX55M 3/CS,TAPE RED 25MMX55M,00003,00001,CS,EA
1590125F,1590125FEA,3,TAPE ORANGE 25MMX55M 3/CS,TAPE ORANGE 25MMX55M,00003,00001,CS,EA
1590125G,1590125GEA,3,TAPE BLUE 25MMX55M 3/CS,TAPE BLUE 25MMX55M,00003,00001,CS,EA
159015J,159015JEA,4,TAPE COPPER 19MMX13M 4/PK,TAPE COPPER 19MMX13M,00004,00001,PK,EA
159015M,159015MEA,4,TAPE LIME 19MMX13M 4/PK,TAPE LIME 19MMX13M,00004,00001,PK,EA
15901B,15901BEA,6,TAPE YELLOW 13MMX13M 6/PK,TAPE YELLOW 13MMX13M,00006,00001,PK,EA
15901C,15901CEA,6,TAPE GREEN 13MMX13M 6/PK,TAPE GREEN 13MMX13M,00006,00001,PK,EA
15901E,15901EEA,6,TAPE RED 13MMX13M 6/PK,TAPE RED 13MMX13M,00006,00001,PK,EA
15901F,15901FEA,6,TAPE FB ORANGE 13MMX13M 6/PK,TAPE FB ORANGE 13MMX13M,00006,00001,PK,EA
159015K,159015KEA,4,TAPE GRAY 19MMX13M 4/PK,TAPE GRAY 19MMX13M,00004,00001,PK,EA
159015L,159015LEA,4,TAPE LAVENDER 19MMX13M 4/PK,TAPE LAVENDER 19MMX13M,00004,00001,PK,EA
159015N,159015NEA,4,TAPE ROSE 19MMX13M 4/PK,TAPE ROSE 19MMX13M,00004,00001,PK,EA
159015Q,159015QEA,4,TAPE VIOLET 19MMX13M 4/PK,TAPE VIOLET 19MMX13M,00004,00001,PK,EA
159015D,159015DEA,4,TAPE PINK 19MMX13M 4/PK,TAPE PINK 19MMX13M,00004,00001,PK,EA
033104,033104EA,12,BOTTLE SQUARE PP 500ML 12/PK,BOTTLE SQUARE PP 500ML,00012,00001,PK,EA
0432420,0432420EA,4,SPOR-KLENZ RTU 3200ML 4/CS,SPOR-KLENZ RTU 3200ML,00004,00001,CS,EA
A669S212,A669S212EA,6,AMMHYDROX ACS SAFCOT 2.5L 6/CS,AMM HYDROX ACS SAFCOT 2.5L,00006,00001,CS,EA
12565135,12565135PK,12,PLATE F96WELL IMMUNO 60/CS,IMMPLATE MAXICRT F96 WL 5PK,00060,00005,CS,PK
159015A,159015AEA,4,TAPE WHITE 19MMX13M 4/PK,TAPE WHITE 19MMX13M,00004,00001,PK,EA
159015B,159015BEA,4,TAPE YELLOW 19MMX13M 4/PK,TAPE YELLOW 19MMX13M,00004,00001,PK,EA
159015C,159015CEA,4,TAPE GREEN 19MMX13M 4/PK,TAPE GREEN 19MMX13M,00004,00001,PK,EA
159015E,159015EEA,4,TAPE RED 19MMX13M 4/PK,TAPE RED 19MMX13M,00004,00001,PK,EA
159015F,159015FEA,4,TAPE ORANGE 19MMX13M 4/PK,TAPE ORANGE 19MMX13M,00004,00001,PK,EA
159015G,159015GEA,4,TAPE BLUE 19MMX13M 4/PK,TAPE BLUE 19MMX13M,00004,00001,PK,EA
159015H,159015HEA,4,TAPE AQUA 19MMX13M 4/PK,TAPE AQUA 19MMX13M,00004,00001,PK,EA
141785D,141785DEA,12,RUB TUBING 1/4X3/32 12FT RL,RUB TUBING 1/4X3/32 1FT,12,1,EA,EA
0854917A,0854917AEA,6,CYLINDER GR W/BMPR 10ML 6/PK,CYLINDER GR W/BMPR 10ML,00006,00001,PK,EA
0854917D,0854917DEA,6,CYLINDER GR W/BMPR 100ML 6/PK,CYLINDER GR W/BMPR 100ML,00006,00001,PK,EA
08747E,08747EEA,12,DISH PETRI 150X15MM 12/PK,DISH PETRI 150X15MM,00012,00001,PK,EA
1043711C,1043711CEA,4,FUNNEL W/PTFE PLUG 125ML 4/CS,FUNNEL W/PTFE PLUG 125ML,00004,00001,CS,EA
11380C,11380CEA,72,STIRRING RODS 200MM 72/CS,STIRRING RODS 200MM,72,1,CS,EA
1496128,1496128PK,4,UBE CULT DSP 15X85MM 1000/CS,TUBE CULT DSP 15X85MM 250PK,01000,00250,CS,PK
19014484,19014484EA,12,GLVE 13IN NEOPN/LATX SZ 8 12PR,GLOVE 13IN NEOPN/LATX SZ 8,00012,00001,DZ,EA
0640610B,0640610BPK,10,SLEEVE STOPPER FOR 13X20 M/CS,SLEEVE STOPPER FOR 13X20 100PK,01000,00100,CS,PK
1367610F,1367610FPK,10,PIPET STER 10ML 0.1GRAD 500/CS,PIPET STER 10ML 0.1GRAD 50/PK,00500,00050,CS,PK
14375150,14375150PK,20,CENT TB FREESTNDNG 50ML 500/CS,CENT TB FREESTNDNG 50ML 25/PK,00500,00025,CS,PK
22998800,22998800EA,4,CAVICIDE DISINFECTANT 1GAL 4CS,CAVICIDE DISINFECTANT 1GAL,00004,00001,CS,EA
0644320,0644320PK,20,FB50MLTBEPP\PLUG\GRD\S 500CS,FB50MLTBEPP\PLUG\GRD\S 25PK,00500,00025,CS,PK
191202401C,191202401CE,25,KLGRDXP CVRL W/A/H/B LG 25CS,KLGRDXP CVRL W/A/H/B LG,00025,00001,CS,EA
03422C,03422CEA,6,BOTTLE WEIGH 25X40MM 6/PK,BOTTLE WEIGH 25X40MM,00006,00001,PK,EA
06406D,06406DPK,3,SERUM BOTTLE 10ML 288/CS,SERUM BOTTLE 10ML 96/PK,00288,00096,CS,PK
06406E,06406EPK,3,SERUM BOTTLE 20ML 288/CS,SERUM BOTTLE 20ML 96/PK,00288,00096,CS,PK
1139231C,1139231CPR,12,GLV NEOPR KNIT SZ L 12PR,GLV NEOPR KNIT SZ L 1PR,00012,00001,DZ,PR
0720015,0720015PK,4,SERO PIPET 25ML IND 200/CS,00050PIPET 25ML IND 50/PK,00200,00050,CS,PK
19120476,19120476PK,16,TOWEL SCOTT MULTI-FOLD 4000/CS,TOWEL SCOTT MULTI-FOLD 250/PK,04000,00250,CS,PK
02681177,02681177PK,10,TIP 200-1300UL NAT M PK,TIP 200-1300UL NAT BLV 100/PK,01000,00100,PK,PK
0181419,0181419EA,6,LAB NOTEBOOK 200PP 6BOOKS/CS,LAB NOTEBOOK 200PP,00006,00001,CS,EA
0334125J,0334125JPK,5,VIAL SCIN 20ML UR/PL 500/CS,VIAL SCIN 20ML UR/PL 100/PK,00500,00100,CS,PK
08774256,08774256PK,10,BIOCOAT 96WEL PLT BLK CLR 50CS,BIOCOAT 96WEL PLT BLK CLR 5/PK,00050,00005,CS,PK
08774288,08774288PK,10,BCT PDL 48W PL 50/CS,BCT PDL 48W PL 5/PK,00050,00005,CS,PK
087621,087621EA,18,DISH CRYSTALLIZ 100X50MM 18/CS,DISH CRYSTALLIZ 100X50MM,00018,00001,CS,EA
03670,03670EA,12,BRUSH CAMEL HAIR 5MM 12/PK,BRUSH CAMEL HAIR 5MM,00012,00001,PK,EA
0566944,0566944EA,4,WRK STA UCENT TB 50-PL BL 4/CS,WRK STA UCENT TB 50-PL BL,00004,00001,CS,EA
19013357,19013357PR,12,GLV PREM LEA DRIVERS LG 12/PK,GLV PREM LEA DRIVERS LG,00012,00001,DZ,PR
0666695,0666695PK,18,UTLTY WP 2PLY 9X10.5IN 2250CS,UTLTY WP 2PLY 9X10.5IN 125PK,02250,00125,CS,PK
502002111,502002111EA,24,COMET CLEANSER 21OZ EPA 24/CS,COMET CLEANSER 21 OZ EPA,00024,00001,CS,EA
10067C,10067CEA,2,FLASK TS 24/40 100ML 2/PK,FLASK TS 24/40 100ML,00002,00001,PK,EA
10329A,10329AEA,12,FUNNEL FILTERING 50MM 12/PK,FUNNEL FILTERING 50MM,00012,00001,PK,EA
A669C212,A669C212EA,6,AMMON HYDROXIDE ACS 6X2.5L/CS,AMMON HYDROXIDE ACS 1X2.5L/EA,00006,00001,CS,EA
A300C212,A300C212EA,6,SULFURIC ACID 2.5L 6/CS,SULFURIC ACID CS 1X2 1/2L,00006,00001,CS,EA
0877220,0877220PK,25,TIS CLT DSH 35X10MM 500/CS,TIS CULT DISH 35X10MM 20/PK,00500,00020,CS,PK
1367812D,1367812DPK,10,PIPET STER 5ML 0.2GRAD 500/CS,PIPET STER 5ML 0.1GRAD 50/PK,00500,00050,CS,PK
028935A,028935AEA,12,BOTTLE WM HDPE 1OZ 12/PK,BOTTLE WM HDPE 1OZ,00012,00001,PK,EA
105008,105008EA,12,HD UTILITY FUNNEL 120-129 12PK,HD UTILITY FUNNEL 120-129,00012,00001,PK,EA
1367610H,1367610HPK,4,PIPET STER 5ML 0.1GRAD 200/CS,PIPET STER 5ML 0.1GRAD 50/PK,00200,00050,CS,PK
141502J,141502JEA,50,TUBNG RUBBR 1/4X3/16IN 50FT RL,TUBNG RUBBR 1/4X3/16IN 1FT RL,50,1,EA,EA
097613,097613EA,12,SYS FILTR .45UM STR DSP 12/CS,SYS FILTR .45UM STR DSP,00012,00001,CS,EA
10325C,10325CEA,12,FUNNEL CHEM FILTER 75MM 12/PK,FUNNEL CHEM FILTER 75MM,00012,00001,PK,EA
064141A,064141AEA,10,BTL MEDIA PYREX 100ML 10/CS,BTL MEDIA PYREX 100ML 1/EA,00010,00001,CS,EA
10040A,10040AEA,12,FLASK ERLEN 10ML 12/CS,FLASK ERLEN 10ML,00012,00001,CS,EA
141741G,141741GEA,50,TUBING KIT 3/8X1/16 50FT/PK,TUBING KIT 3/8X1/16 1FT/EA,00050,00001,PK,EA
1367812B,1367812BPK,20,PIPET STER 1ML 1GRAD 1000/CS,PIPET STER 1ML 0.01GRAD 50/PK,01000,00050,CS,PK
1367812E,1367812EPK,10,PIPET STER 10ML 0.1GRAD 500/CS,PIPET STER 10ML 0.1GRAD 50/PK,00500,00050,CS,PK
1367814B,1367814BPK,8,PIPET STER 25ML 0.2GRAD 200/CS,PIPET STER 25ML 0.2GRAD 25/PK,00200,00025,CS,PK
05713387,05713387EA,50,PURADISC 25 AS 0.45 UM 50/PK,PURADISC 25 AS 0.45 UM 1/EA,00050,00001,PK,EA
11380D,11380DEA,72,STIRRING RODS 250 MM 1/CS,STIRRING RODS 250 MM 1/EA,72,1,CS,EA
133795,133795EA,10,MARKING PEN RED FINE 10/PK,MARKING PEN RED FINE 1/EA,00010,00001,PK,EA
0340917C,0340917CEA,6,WASHBTL LDPE 500ML RED 6/PK,WASHBTL LDPE 500ML RED 1/EA,00006,00001,PK,EA
0340917D,0340917DEA,6,WASHBTL LDPE 500ML GREEN 6/PK,WASHBTL LDPE 500ML GREEN 1/EA,00006,00001,PK,EA
0340917E,0340917EEA,6,WASHBTL LDPE 500ML BLUE 6/PK,WASHBTL LDPE 500ML BLUE 1/EA,00006,00001,PK,EA
05719292,05719292EA,12,JAR W/M AMB TF-LN 120ML 12/CS,JAR W/M AMB TF-LN 120ML,00012,00001,CS,EA
05719519B,05719519BEA,24,JAR 120ML WM SER 100 AMB 24/CS,JAR 120ML WM SER 100 AMB 1/EA,00024,00001,CS,EA
0571996,0571996EA,4,BOTTLE AMB CERTIFIED 4L 4/CS,BOTTLE AMB CERTIFIED 4L 1/EA,00004,00001,CS,EA
14173C,14173CEA,12,RUB TUB RD 1/4ID APPX 12FT RL,RUB TUB RD 1/4ID APPX 1FT ROLL,12,1,EA,EA
19141751,19141751EA,6,CVRLL XLRG TYV ELAS W/A 6/CS,CVRLL XLRG TYV ELAS W/A,00006,00001,CS,EA
1167614,1167614EA,12,MULTI-PURPOSE MAILER 12/PK,MULTI-PURPOSE MAILER,00012,00001,PK,EA
19013359,19013359PR,12,GLV PREM LEA DRVRS XLG,GLV PREM LEA DRVRS XLG,00012,00001,DZ,PR
1420639,1420639EA,4,VERSI-DRY PROT 20X100 4RL/CS,SUPER VERSI-DRY 20X100,00004,00001,CS,EA
0353032,0353032EA,2,BIOMAILER INSUL W/CARTON 2/PK,BIOMAILER INSUL W/CARTON,00002,00001,PK,EA
0353052,0353052EA,8,MULTI-PURP BIO-MAILER 8/PK,MULTI-PURP BIO-MAILER,00008,00001,PK,EA
028971,028971EA,6,WB EZ-SQZ ACTN LDPE 500ML 6/CS,FB EASY SQUZE BTL ACETONE,00006,00001,CS,EA
028972,028972EA,6,FB EASY SQUZE BTL BLEACH 6/CS,FB EASY SQUZE BTL BLEACH,00006,00001,CS,EA
028974,028974EA,6,FB EZ SQZE BTL DISTILLED 6CS,FB EASY SQUZE BTL DI H20,00006,00001,CS,EA
028975,028975EA,6,WB EZ-SQZ ETOH LDPE 500ML 6/CS,FB EASY SQUZE BTL ETOH,00006,00001,CS,EA
028976,028976EA,6,WB EZ-SQZ ISPR LDPE 500ML 6/CS,FB EASY SQUZE BTL IPA,00006,00001,CS,EA
028977,028977EA,6,WB EZ-SQZ MEOH LDPE 500ML 6/CS,FB EASY SQUZE BTL METOH,00006,00001,CS,EA
0344822,0344822EA,72,LATEX BULB 2ML 72/PK,LATEX BULB 2ML,00072,00001,PK,EA
0344826,0344826EA,24,RUBBER BULB 3ML 24/PK,RUBBER BULB 3CC,00024,00001,PK,EA
064141B,064141BEA,10,BTL MEDIA PYREX 250ML 10/CS,BTL MEDIA PYREX 250ML,00010,00001,CS,EA
19014863,19014863PK,10,WYPALL L20 KIM WHT 880/CS,WYPALL L20 KIMTOWELS 88/PK,00880,00088,CS,PK
MT46000CM,MT46000CMEA,6,MOLECULAR GRADE WATER 1L 6/CS,MOLECULAR GRADE WATER 1L,00006,00001,CS,EA
MT46011CM,MT46011CMEA,6,10X TRIS-BORATE-EDTA 6X1L 6/CS,10X TRIS-BORATE-EDTA 6X1L,00006,00001,CS,EA
028935D,028935DEA,12,BOTTLE WM HDPE 8OZ W/CAPS 12PK,BOTTLE WM HDPE 8OZ,00012,00001,PK,EA
0340917B,0340917BEA,2,WASHBTL FLUOR SLVT 500ML 2/PK,WASHBTL FLUOR SLVT 500ML,00002,00001,PK,EA
1523579,1523579PK,10,WYPALL TERITWLS POPUP 1180/CS,WYPALL TERITWLS POPUP 118/PK,01180,00118,CS,PK
03405A,03405AEA,3,SPRAY BTL ADJUSTBLE 235ML 3/PK,WASH BTL ADJUSTABLE 235ML,00003,00001,PK,EA
02923E,02923EEA,12,BOTTLE NM HDPE 16OZ 12/PK,BOTTLE NM HDPE 16OZ,00012,00001,PK,EA
033375,033375PK,5,VIAL SCINT 20ML GL/M 500/CS,VIAL SCINT 20ML GL/M 100/PK,00500,00100,CS,PK
06666132,06666132EA,18,WYPALL QUARTER FOLD 1008/CS,WYPALL QUARTER FOLD,1008,56,CS,EA
10210F,10210FEA,6,FLASK VOLUMETRIC 500ML 6/PK,FLASK VOLUMETRIC 500ML,00006,00001,PK,EA
136898,136898EA,40,BD SYRING 50CC LUER-LOK 40PKRX,SYRINGE BD 50ML LUER-LOK    RX,00040,00001,PK,EA
14130Q,14130QEA,7,RUBBER STOPPER NO10 1/2 APX7PK,RUBBER STOPPER NO10 1/2,00007,00001,PK,EA
14140F,14140FEA,37,RUB STPR 2 HOLE NO4 APPX 37PK,RUB STPR 2 HOLE NO4 APPX,00037,00001,PK,EA
1531528C,1531528CEA,100,CONNECT STRAIGH 8-10MM 100/CS,CONNECT STRAIGH 8-10MM,00100,00001,CS,EA
02612D,02612DEA,12,BEAKER COVER 100MM 12/PK,BS34694COVER 100MM,00012,00001,PK,EA
02891D,02891DEA,36,JAR WM PP 8OZ/250ML 36/CS,JAR WM PP 8 OZ,00036,00001,CS,EA
10181D,10181DEA,6,FLASK FILTERING 250ML 6/PK,FLASK FILTERING 250ML,00006,00001,PK,EA
02891F,02891FEA,24,JAR WM PP 32OZ/1L 24/CS,JAR WM PP 32 OZ,00024,00001,CS,EA
02896C,02896CEA,12,BOTTLE WM PP 4OZ 12/PK,BOTTLE WM PP 4OZ,00012,00001,PK,EA
02896D,02896DEA,12,BOTTLE WM PP 8OZ 12/PK,BOTTLE WM PP 8OZ,00012,00001,PK,EA
02896E,02896EEA,12,BOTTLE WM PP 16OZ 12/PK,BOTTLE WM PP 16OZ,00012,00001,PK,EA
02896F,02896FEA,6,BOTTLE WM PP 32OZ 6/PK,BOTTLE WM PP 32OZ,00006,00001,PK,EA
03574,03574EA,12,BRUSH TEST TUBE MEDIUM 12/PK,BRUSH TEST TUBE MEDIUM,00012,00001,PK,EA
03635,03635EA,12,BRUSH STIFF BRISTLE 12/PK,BRUSH STIFF BRISTLE,00012,00001,PK,EA
07781H,07781HEA,100,CORKS XXX NO 5 100/PK,CORKS XXX NO 5,00100,00001,PK,EA
105001,105001EA,12,POWDER FUNNEL 70-79 12/PK,POWDER FUNNEL 70-79,00012,00001,PK,EA
02991A,02991AEA,12,BTL AMB W/GL DROPR 30ML 12/CS,BTL AMB W/GL DROPR 30ML,00012,00001,CS,EA
10180B,10180BEA,6,FLASK FILTERING 50ML 6/PK,FLASK FILTERING 50ML,00006,00001,PK,EA
07200127,07200127PK,40,RGNT RESERVOIR F/PIPTR 200/CS,RGNT RESERVOIR F/PIPTR 5/PK,00200,00005,CS,PK
07200566,07200566EA,48,TC PLT 96WEL CLR BTM LID 48/CS,TC PLT 96WEL CLR BTM LID,00048,00001,CS,EA
07200697,07200697PK,4,PLATE 96-WL PP UBTM NS 100/CS,PLATE 96-WL PP UBTM NS 25/PK,00100,00025,CS,PK
0720084,0720084EA,100,PLATE 24-WELL 3.4ML 100/CS,PLATE 24-WELL 3.4ML,00100,00001,CS,EA
12565263,12565263PK,12,PLATE V96WELL PP HEATRST 60/CS,POLYPROPY PLATE V96 WELL 5/PK,00060,00005,CS,PK
10346B,10346BEA,12,FUNNEL FILLING 75MM 12/PK,FUNNEL FILLING 75MM,00012,00001,PK,EA
146441C,146441CEA,6,STOPPER LINEAR HDPE SZ13 6/CS,STOPPER LINEAR HDPE SZ13,00006,00001,CS,EA
0877248,0877248PK,8,FLSK TC 5001 PS VNT CAP 40/CS,FLSK TC 5000 PS VNT CAP 5/PK,00040,00005,CS,PK
1139533B,1139533BPR,12,GLV NITRIL 13IN 15M SZ8 12PR,GLV NITRIL 13IN 15M SZ8,00012,00001,DZ,PR
19013469,19013469PR,12,GLV SLCT LH PLM S/C LG 12PR,GLV SLCT LH PLM S/C LG,00012,00001,DZ,PR
064141C,064141CEA,10,BTL MEDIA PYREX 500ML 10/CS,BTL MEDIA PYREX 500ML,00010,00001,CS,EA
1167824A,1167824AEA,12,2IN CARDBOARD BOX 12PK,BOX W/COVER FIBERBD 2IN,00012,00001,PK,EA
1167824B,1167824BEA,12,3IN CARDBOARD BOX 12PK,BOX W/COVER FIBERBD 3IN,00012,00001,PK,EA
1167824C,1167824CEA,12,DIVIDR GRID 7/16IN100CELL 12PK,DIVIDR GRID 1/2IN 100PLC,00012,00001,PK,EA
13989218,13989218EA,12,DIVIDER GRID 1/2IN 81CELL 12PK,BOX DIVIDR 81CELL 1/2INGRD,00012,00001,PK,EA
15350107B,15350107BEA,4,CRYOBOX 9X9 PC 4/PK,CRYOBOX 9X9 PC,00004,00001,PK,EA
A144C212,A144C212EA,6,HYDROCHLORIC ACID 2.5L 6/CS,HYDROCHLORIC ACID CS 2 1/2L,00006,00001,CS,EA
1367831F,1367831FPK,4,PIPET N-STL 1X1/100ML 1000/CS,PIPET N-STL 1X1/100ML 250/PK,01000,00250,CS,PK
085495G,085495GEA,2,CYLINDER GRAD 250ML 2/PK,CYLINDER GRAD 250ML,00002,00001,PK,EA
0974025A,0974025AEA,12,FILTER UNIT .20UM 500ML 12/CS,FILTER UNIT .20UM 500ML,00012,00001,CS,EA
120097B,120097BEA,6,BOX GLASS DISP BENCH TOP 6/PK,BOX GLASS DISP BENCH TOP,00006,00001,PK,EA
14130D,14130DEA,52,RUBR STPR SOLID NO2 APPRX 52PK,RUBBER STOPPER NO2 APPX,00052,00001,PK,EA
14130F,14130FEA,33,RUBBER STOPPER NO4 APPX 33/PK,RUBBER STOPPER NO4 APPX,00033,00001,PK,EA
085495B,085495BEA,4,CYLINDER GRAD 10ML 4/PK,CYLINDER GRAD 10ML,00004,00001,PK,EA
085495C,085495CEA,4,CYLINDER GRAD 25ML 4/PK,CYLINDER GRAD 25ML,00004,00001,PK,EA
085495D,085495DEA,4,CYLINDER GRAD 50ML 4/PK,CYLINDER GRAD 50ML,00004,00001,PK,EA
103465C,103465CEA,6,FUNNEL POWDER 100MM 6/PK,FUNNEL POWDER 100MM,00006,00001,PK,EA
0340917F,0340917FEA,6,WASHBTL LDPE 500ML YELLOW 6/PK,WASHBTL LDPE 500ML YELLOW,00006,00001,PK,EA
05606,05606EA,6,TUBE CENTRIF OIL 100ML 6/PK,TUBE CENTRIF OIL 100ML,00006,00001,PK,EA
10039M,10039MEA,4,FLASK ERLENM NM 2000ML 4/PK,FLASK ERLENM NM 2000ML,00004,00001,PK,EA
100672F,100672FEA,2,FLASK TS 24/40 500ML 2/PK,FLASK TS 24/40 500ML,00002,00001,PK,EA
10322E,10322EEA,12,FUNNEL CHEM FILTR 75MM 12/PK,FUNNEL CHEM FILTR 75MM,00012,00001,PK,EA
12565163N,12565163NPK,9,CRYOTUBE 1.8MLRND EXTHD 450/PK,CRYTBE RND EXT 1.8ML 50/PK,00450,00050,PK,PK
12565349,12565349PK,20,FLSK 75CM2 FLTCLOS 25ML100/CS,FLASK 75CM2 FILTER CLOS 5/PK,00100,00005,CS,PK
12565351,12565351PK,20,FLSK 25CM2 FLTCLOS 7ML 200/CS,FLSK 25CM2 STR FLTR CLS 10/PK,00200,00010,CS,PK
02540N,02540NEA,6,BEAKER GRIFFIN 800ML 6/PK,BEAKER GRIFFIN 800ML,00006,00001,PK,EA
1139533C,1139533CPR,12,GLV NITRIL 13IN 15M SZ9 12PR,GLV NITRIL 13IN 15M SZ9 1PR,00012,00001,DZ,PR
1139533D,1139533DPR,12,GLV NITRI 13IN 15M SZ10 12PR,GLV NITRI 13IN 15M SZ10 1PR,00012,00001,DZ,PR
02893A,02893AEA,12,BOTTLE WM PP 4 OZ 12/PK,BOTTLE WM PP 4 OZ,00012,00001,PK,EA
121411,121411PK,20,TUBES CAPILLARY MP 2000/CS,TUBES CAPILLARY MP 100/PK,02000,00100,CS,PK
15319E,15319EEA,12,CONNECTOR T PP 3/8 IN 12/PK,CONNECTOR T PP 3/8 IN,00012,00001,PK,EA
15319F,15319FEA,12,CONNECTOR T PP 1/2IN 12/PK,CONNECTOR T PP 1/2IN,00012,00001,PK,EA
