Parent,Child,Conversion,Child Description,Parent Description,Child QSU,Parent QSU,Child SU,Parent SU
0974040A,0974040AEA,12,FILT UN TC .20UM 1000ML 1/EA,FILT UN TC .20UM 1000ML 12/CS,00025,00012,PK,CS
028962A,028962AEA,12,BOTTLE WM HDPE 1 OZ,BOTTLE WM HDPE 1 OZ 12/PK,00001,00012,EA,PK
15315A,15315AEA,12,CONECTOR QD 1/4 TO 5/16IN,CONECTOR QD 1/4 TO 5/16IN 12PK,00100,00012,PK,PK
15319C,15319CEA,12,CONNECTOR T PP 1/4IN,CONNECTOR T PP 1/4IN 12/PK,00500,00012,PK,PK
1532010C,1532010CEA,12,CONNECTOR Y PP 1/4IN EA,CONNECTOR Y PP 1/4IN 12/PK,00100,00012,PK,PK
09761141,09761141EA,12,1L FLTR SYS W/500ML FNL .22CA,1LFLTSYS 0.5LFUNL .22POR 12/CS,00001,00012,EA,CS
09761142,09761142EA,12,1L FLTR SYS W/500ML FNL .45CA,1LFLTSYS 0.5LFUNL .45POR 12/CS,00001,00012,EA,CS
0974102,0974102EA,12,FLTR UTA-PES500ML75D.2 EACH,FLTR UTA-PES500ML75D.2 12CS,00001,00012,EA,CS
0974107,0974107EA,12,FLTRBTPA-PES45MM500ML EACH,FLTRBTPA-PES45MM500ML 12CS,00001,00012,EA,CS
033111X,033111XEA,12,BTL SQ MEDIA STR 2000ML 1/EA,BTL SQ MEDIA STR 2000ML 12/CS,00500,00012,PK,CS
0974106,0974106EA,12,FLTRBTPA-PES33MM500ML,FLTRBTPA-PES33MM500ML 12CS,00012,00012,PK,CS
14135M,14135MEA,12,RUB STPR 1 HOLE NO8 APPX,RUB STPR 1 HOLE NO8 APPX 12PK,00001,00012,EA,PK
0974025C,0974025CEA,12,FILTER UN RECEIVR 500ML,FILTER UN RECEIVR 500ML 12/CS,00096,00012,PK,CS
0292422,0292422EA,12,BTL WM AMBER 16OZ HDPE,BTL WM AMBER 16OZ HDPE 12/PK,00001,00012,EA,PK
029238A,029238AEA,12,BOTTLE NM HDPE 1/2OZ,BOTTLE NM HDPE 1/2OZ 12/PK,00005,00012,PK,PK
191302095,191302095EA,12,FB SITELNR SPC BL/F CLR/L,FB SITELNR SPC BL/F CLR/L 12PK,00001,00012,EA,PK
09761106,09761106EA,12,FLT PES 250/250 .22UM,FLT PES 250/250 .22UM 12/CS,00001,00012,EA,CS
14610121,14610121EA,12,PTFE TAPE 1IN/X600IN,PTFE TAPE 1INX600IN 12/PK,00096,00012,PK,PK
14610120,14610120EA,12,PTFE TAPE 1/2IN/X600IN,PTFE TAPE 1/2INX600IN 12/PK,00096,00012,PK,PK
033104,033104EA,12,BOTTLE SQUARE PP 500ML,BOTTLE SQUARE PP 500ML 12/PK,00001,00012,EA,PK
141785D,141785DEA,12,RUB TUBING 1/4X3/32 1FT,RUB TUBING 1/4X3/32 12FT RL,00010,12,PK,EA
08747E,08747EEA,12,DISH PETRI 150X15MM,DISH PETRI 150X15MM 12/PK,00001,00012,EA,PK
19014484,19014484EA,12,GLOVE 13IN NEOPN/LATX SZ 8,GLVE 13IN NEOPN/LATX SZ 8 12PR,00001,00012,EA,DZ
1139231C,1139231CPR,12,GLV NEOPR KNIT SZ L 1PR,GLV NEOPR KNIT SZ L 12PR,00001,00012,EA,DZ
105008,105008EA,12,HD UTILITY FUNNEL 120-129,HD UTILITY FUNNEL 120-129 12PK,00096,00012,PK,PK
10040A,10040AEA,12,FLASK ERLEN 10ML,FLASK ERLEN 10ML 12/CS,00001,00012,EA,CS
05719292,05719292EA,12,JAR W/M AMB TF-LN 120ML,JAR W/M AMB TF-LN 120ML 12/CS,00001,00012,EA,CS
14173C,14173CEA,12,RUB TUB RD 1/4ID APPX 1FT ROLL,RUB TUB RD 1/4ID APPX 12FT RL,00001,12,PK,EA
1167614,1167614EA,12,MULTI-PURPOSE MAILER,MULTI-PURPOSE MAILER 12/PK,00025,00012,PK,PK
028935D,028935DEA,12,BOTTLE WM HDPE 8OZ,BOTTLE WM HDPE 8OZ W/CAPS 12PK,00001,00012,EA,PK
02923E,02923EEA,12,BOTTLE NM HDPE 16OZ,BOTTLE NM HDPE 16OZ 12/PK,00020,00012,PK,PK
02896C,02896CEA,12,BOTTLE WM PP 4OZ,BOTTLE WM PP 4OZ 12/PK,00480,00012,PK,PK
02896D,02896DEA,12,BOTTLE WM PP 8OZ,BOTTLE WM PP 8OZ 12/PK,00100,00012,PK,PK
02896E,02896EEA,12,BOTTLE WM PP 16OZ,BOTTLE WM PP 16OZ 12/PK,00100,00012,PK,PK
03635,03635EA,12,BRUSH STIFF BRISTLE,BRUSH STIFF BRISTLE 12/PK,00100,00012,PK,PK
1167824B,1167824BEA,12,BOX W/COVER FIBERBD 3IN,3IN CARDBOARD BOX 12PK,00096,00012,PK,PK
02893A,02893AEA,12,BOTTLE WM PP 4 OZ,BOTTLE WM PP 4 OZ 12/PK,00096,00012,PK,PK
0255525C,0255525CEA,12,BEAKER HEVI DUTY 400ML,BEAKER HEVI DUTY 400ML 12/PK,00096,00012,PK,PK
02923C,02923CEA,12,BOTTLE NM HDPE 4OZ,BOTTLE NM HDPE 4OZ 12/PK,00096,00012,PK,PK
097615,097615EA,12,SYS FILTR .22UM STR DSP,SYS FILTR .22UM STR DSP 12/CS,00096,00012,PK,CS
153156B,153156BEA,12,CONNECTOR REDUCING 6-9MM,CONNECTOR REDUCING 6-9MM 12/PK,00096,00012,PK,PK
02893B,02893BEA,12,BOTTLE WM PP 8 OZ,BOTTLE WM PP 8 OZ 12/PK,00096,00012,PK,PK
02893C,02893CEA,12,BOTTLE WM PP 16OZ,BOTTLE WM PP 16OZ 12/PK,00096,00012,PK,PK
02923D,02923DEA,12,BOTTLE NM HDPE 8OZ,BOTTLE NM HDPE 8OZ 12/PK,00096,00012,PK,PK
02540E,02540EEA,12,BEAKER GRIFFIN 20ML,BEAKER GRIFFIN 20ML 12/PK,00096,00012,PK,PK
05505,05505EA,12,CENTRIFUGE TUBE 15 ML,CENTRIFUGE TUBE 15 ML 12/CS,00010,00012,PK,CS
028935E,028935EEA,12,BOTTLE WIDEMOUTH HDPE 16OZ,BOTTLE WM HDPE 16OZ 12/PK,00096,00012,PK,PK
0974031F,0974031FEA,12,FILTR UN TC .20UM 150ML,FILTR UN TC .20UM 150ML 12/CS,00096,00012,PK,CS
0974032,0974032EA,12,FLT TC LRG ST .2UM 500ML,FLT TC LRG ST .2UM 500ML 12/CS,00001,00012,EA,CS
097611,097611EA,12,SYS FILTR .22UM STR DSP,SYS FILTR .22UM STR DSP 12/CS,00001,00012,EA,CS
1146226A,1146226AEA,12,GLV LISLE LTWT LADIES 1PR,GLOVE INSPECTION LADIES DZ,00001,00012,EA,DZ
0259110B,0259110BEA,12,BEAKER GRIFFIN PP 100ML,BEAKER GRIFFIN PP 100ML 12/PK,00250,00012,PK,PK
10209M,10209MEA,12,FLASK VOLUMETRIC 5ML,FLASK VOLUMETRIC 5ML 12/CS,00001,00012,EA,CS
0976142,0976142EA,12,FILTER SYSTEM NY .20 1L,FILTER SYSTEM NY .20 1L 12/CS,00040,00012,PK,CS
02539C,02539CEA,12,BEAKER GRIFFIN 10ML,BEAKER GRIFFIN 10ML 12/PK,00001,00012,EA,PK
2140115,2140115EA,12,MICRO SPOON 5 1/2IN,MICRO SPOON 5 1/2IN 12/PK,00001,00012,EA,PK
11394114C,11394114CEA,12,GLV CHEM MASTER LRG,GLV CHEM MASTER LRG 12PR,00001,00012,EA,DZ
10040D,10040DEA,12,FLASK ERLENM 125ML,FLASK ERLENM 125ML 12/PK,00001,00012,EA,PK
10348B,10348BEA,12,FUNNEL POWDER PP 80MM,FUNNEL POWDER PP 80MM 12/PK,00001,00012,EA,PK
097612,097612EA,12,SYS FILTR .22UM STL DSP,FILTR .20UM STL DSP 12/CS,00001,00012,EA,CS
097618,097618EA,12,SYS FILTR .22UM STL DSP,SYS FILTR .20UM STL DSP 12/CS,00001,00012,EA,CS
1146226B,1146226BEA,12,GLV LISLE LTWT MENS 1PR,GLV LISLE LTWT MENS 12PR,00001,00012,EA,DZ
14175C,14175CEA,12,RUB TUB BLK 1/4ID APPX 1FT/PK,RUB TUB BLK 1/4ID APPX 12FT RL,00001,12,EA,EA
14175D,14175DEA,12,RUB TUB BLK 5/16ID APPX 1FT/PK,RUB TUB BLK 5/16ID APPX 12FTRL,00005,12,PK,EA
14175F,14175FEA,12,RUB TUB BLK 1/2ID APPX 1FT/PK,RUB TUB BLK 1/2ID APPX 12FT RL,00001,12,EA,EA
02539J,02539JEA,12,BEAKER GRIFFIN 150ML,BEAKER GRIFFIN 150ML 12/PK,00001,00012,EA,PK
10039F,10039FEA,12,FLASK ERLENM NM 250ML,FLASK ERLENM NM 250ML 12/PK,00001,00012,EA,PK
03576,03576EA,12,BRUSH TEST TUBE SMALL,BRUSHTEST TUBE SMALL 12/PK,1,00012,EA,PK
03578,03578EA,12,BRUSH TEST TUBE,BRUSH TEST TUBE 12/PK,00001,00012,EA,PK
02540F,02540FEA,12,BEAKER GRIFFIN 30ML,BEAKER GRIFFIN 30ML 12/PK,00005,00012,PK,PK
02540G,02540GEA,12,BEAKER GRIFFIN 50ML,BEAKER GRIFFIN 50ML 12/PK,03840,00012,PK,PK
02540J,02540JEA,12,BEAKER GRIFFIN 150ML,BEAKER GRIFFIN 150ML 12/PK,00001,00012,EA,PK
02540K,02540KEA,12,BEAKER GRIFFIN 250ML,BEAKER GRIFFIN 250ML 12/PK,00001,00012,EA,PK
02540L,02540LEA,12,BEAKER GRIFFIN 400ML,BEAKER GRIFFIN 400ML 12/PK,00001,00012,EA,PK
10040B,10040BEA,12,FLASK ERLENMEYER 25ML,FLASK ERLENMEYER 25ML 12/PK,00001,00012,EA,PK
08747F,08747FEA,12,DISH PETRI 150X20MM,DISH PETRI 150X20MM 12/PK,00001,00012,EA,PK
02539H,02539HEA,12,BEAKER GRIFFIN 100ML,BEAKER GRIFFIN 100ML 12/PK,00001,00012,EA,PK
191304683C,191304683CP,12,GLV 13GAG PALMCOAT BL L 1PR,GLV 13GAG PALMCOAT BL L 12PR.,00001,00012,EA,DZ
191301177B,191301177BP,12,MAXIFLEX NITRILE BLK SZ S 1PR,NTR COAT NYL LYCRA GLV SM DZ,00001,00012,EA,DZ
0974188,0974188EA,12,FLTR UNIT A-PES 50ML 1/EAFLTR,FLTR UNIT A-PES 50ML 12/CSFLT,00001,00012,EA,CS
08747D,08747DEA,12,DISH PETRI 100X20MM,DISH PETRI 100X20MM 12/PK,00001,00012,EA,PK
1139233E,1139233EEA,12,GLV NEOP LATEX SZ 10,GLV NEOP LATEX SZ 10 12PR,00001,00012,EA,DZ
09761104,09761104EA,12,FIL SYS 1L .22UM 90MM CN 1EA,FIL SYS 1L .22UM 90MM CN 12/CS,00100,00012,PK,CS
19013529,19013529PR,12,GLOVE BROWN JERSEY K/W MN 1PR,GLOVE BROWN JERSEY K/W MN 12PR,00001,00012,EA,DZ
05888103,05888103EA,12,FILTER ADAPTER SIZE 4 1/EA,FILTER ADAPTER SIZE 4 12/PK,01000,00012,PK,PK
028962D,028962DEA,12,BOTTLE WM 250ML,BOTTLE WM 250ML 12/PK,00001,00012,EA,PK
05719239,05719239EA,12,JAR W/M PLY CLNCERT 1L,JAR W/M PLY CLNCERT 1L 12/CS,00001,00012,EA,CS
10500,10500EA,12,POWDER FUNNEL 60-69,POWDER FUNNEL 60-69 12/PK,00001,00012,EA,PK
03590,03590EA,12,BRUSH TEST TUBE,BRUSH TEST TUBE 12/PK,00001,00012,EA,PK
19013357,19013357PR,12,GLV PREM LEA DRIVERS LG,GLV PREM LEA DRIVERS LG 12/PK,00096,00012,PK,DZ
02612D,02612DEA,12,BS34694COVER 100MM,BEAKER COVER 100MM 12/PK,00100,00012,PK,PK
028935C,028935CE,12,BOTTLE WM LPE 4 OZ,BOTTLE WM HDPE 4OZ 12/PK,00001,00012,EA,PK
501037863,501037863EA,12,DUSTER AIR 1/EAS,DUSTER AIR 12/CS,00001,00012,EA,CS
05719183,05719183EA,12,BTL AMB B/R CLCR 250ML 1/EA,BTL AMB B/R CLCR 250ML 12/CS,00001,00012,EA,CS
19050287,19050287PR,12,GLV HFLX FOAM NYL 10 1PR,GLV HFLX FOAM NYL 10 12PR,00001,00012,EA,DZ
19152309,19152309PR,12,GLV CUT RES 18G ESD 11 1PR,GLV CUT RES 18G ESD 11 12PRDZ,00001,00012,EA,DZ
1139233D,1139233DPR,12,GLV NEOP LATEX SZ 9 1PR,GLV NEOP LATEX SZ 9 12PR,00001,00012,EA,DZ
S2HVU11RE,S2HVU11REEA,12,STERICUPHV10001000MLDURAPOEA1,STERICUPHV10001000MLDURAPOPK12,00001,00012,EA,PK
S2HVU02RE,S2HVU02REEA,12,STERICUPHV250MLDURAPOREPVDEA1,STERICUPHV250MLDURAPOREPVDPK12,00001,00012,EA,PK
S2HVU05RE,S2HVU05REEA,12,STERICUPHV500MLDURAPOREPVD1EA,STERICUPHV500MLDURAPOREPVDPK12,00001,00012,EA,PK
1139231D,1139231DPR,12,GLV NEOPR KNIT SZ XL 1PR,GLV NEOPR KNIT SZ XL 12PR,00001,00012,EA,DZ
1146212D,1146212DPR,12,GLV COWHIDE LINED XL 1PR,GLV COWHIDE LINED XL 12PR,00001,00012,EA,DZ
0974101,0974101EA,12,FLTR UTA-PES150ML50D.2 1EA,FLTR UTA-PES150ML50D.2 12CS,00001,00012,EA,CS
0976135,0976135EA,12,FLTR TUBE TOP 50ML 45UM 1 EA,FLTR TUBE TOP 50ML 45UM 12/CS,00001,00012,EA,CS
10346B,10346BEA,12,FUNNEL FILLING 75MM,FUNNEL FILLING 75MM 12/PK,00001,00012,EA,PK
14175E,14175EEA,12,RUB TUB BLK 3/8ID APPX 1FT,RUB TUB BLK 3/8ID APPX 12FT RL,00001,12,EA,EA
17033200,17033200PR,12,HYFLEX 11571 SIZE 9 PR,HYFLEX 11571 SIZE 9 12/PK,00001,00012,EA,PK
142371,142371EA,12,SCOOP AUTOCLAVE PP 22CC 1/EA,SCOOP AUTOCLAVE PP 22CC 12/PK,00001,00012,EA,PK
0974063B,0974063BEA,12,FLT UNIT 50MM 500ML PES 1/EA,FLT UNIT 50MM 500ML PES 12/CS,00001,00012,EA,CS
103467B,103467BEA,12,STR DSP PETG FLSK PBT500ML 1EA,STR DSP PETG FLSK PBT500ML12CS,00001,00012,EA,CS
0974025B,0974025BEA,12,FILTER UNIT .45UM 1EA,FILTER UNIT .45UM 12/CS,00001,00012,EA,CS
02912154,02912154EA,12,BTL GLS AMB PCKR WM WHTN 1EA,BTL GLS AMB PCKR WM WHTN 12CS,00001,00012,EA,CS
19160391,19160391PR,12,GLV MAXIFLEX CUT RSTNT SM 1PR,GLV MAXIFLEX CUT RSTNT SM 12PR,00001,00012,EA,DZ
0974109,0974109EA,12,FLTRBTPA-PES45MM150ML 1EA,FLTRBTPA-PES45MM150ML 12CS,00001,00012,EA,CS
19013466,19013466EA,12,GLV MNS LEA PLM S/C 1/EA,GLV MNS LEA PLM S/C 12PR,00001,00012,EA,DZ
09761120,09761120EA,12,FLTR SYST 150ML .45 CA 01/EA,FLTR SYST 150ML .45 CA 12/CS,00001,00012,EA,CS
02896B,02896BEA,12,BOTTLE WM PP 2OZ,BOTTLE WM PP 2OZ 12/PK,00001,00012,EA,PK
191302088,191302088EA,12,FB 200 SPEC BLK/F CLR/L,FB 200 SPEC BLK/F CLR/L 12/PK,00001,00012,EA,PK
097613,097613EA,12,SYS FILTR .45UM STR DSP,SYS FILTR .45UM STR DSP 12/CS,00001,00012,EA,CS
08747A,08747AEA,12,DISH PETRI 60X15MM,DISH PETRI 60X15MM 12/PK,00001,00012,EA,PK
10348A,10348AEA,12,FUNNEL POWDER PP 65MM,FUNNEL POWDER PP 65MM 12/PK,00001,00012,EA,PK
14130M,14130MEA,12,RUBBER STOPPER NO8,RUBBER STOPPER NO8 APPX 12/PK,00001,00012,EA,PK
03608,03608EA,12,BRUSH CENT TUBE 9IN,BRUSH CENT TUBE 9IN 12/PK,00001,00012,EA,PK
1139533B,1139533BPR,12,GLV NITRIL 13IN 15M SZ8,GLV NITRIL 13IN 15M SZ8 12PR,00001,00012,EA,DZ
18335000,18335000EA,12,STRL70PCT IPA 12-32OZ BTLS 1EA,STRL IPA 12-32OZ BTLS 12CS,00001,00012,EA,CS
19152308,19152308PR,12,GLV CUT RES 18G ESD 10 1PR,GLV CUT RES 18G ESD 10 12PRDZ,00001,00012,EA,DZ
S2GPU05RE,S2GPU05REEA,12,STERCP-GP 500ML EXPRS PLS 1/EA,STERCP-GP 500ML EXPRS PLS 12PK,00001,12,EA,PK
097403A,097403AEA,12,FILT UN STL .2UM 1000ML 1/EA,FILT UN STL .2UM 1000ML 12/CS,00001,00012,EA,CS
FB101250,FB101250EA,12,BEAKER HEVI DUTY 250ML 1EA,BEAKER HEVI DUTY 250ML 12/PK,00001,00012,EA,PK
23290065,23290065EA,12,DEIONIZED WATER 1/EA,LABCRAFT DIONZ WTR 16OZ 12/CS,00001,00012,EA,CS
10329A,10329AEA,12,FUNNEL FILTERING 50MM,FUNNEL FILTERING 50MM 12/PK,00001,00012,EA,PK
10325C,10325CEA,12,FUNNEL CHEM FILTER 75MM,FUNNEL CHEM FILTER 75MM 12/PK,00001,00012,EA,PK
02893AA,02893AAEA,12,BOTTLE WM PP 1 OZ,BOTTLE WM PP 1 OZ 12/PK,00001,00012,EA,PK
02539F,02539FE,12,BEAKER GRIFFIN 30ML,BEAKER GRIFFIN 30ML 12/PK,00001,00012,EA,PK
19140926,19140926EA,12,FB SOCK OIL ONLY 3X4 SIN 1EA,FB SOCK OIL ONLY 3X4 SIN 12PK,00001,00012,EA,PK
S2GPT10RE,S2GPT10REEA,12,STERITOP-GP 1000ML EXPPLU 1EA,STERITOP-GP 1000ML EXPPLU12/PK,00001,00012,EA,PK
19013469,19013469PR,12,GLV SLCT LH PLM S/C LG,GLV SLCT LH PLM S/C LG 12PR,00001,00012,EA,DZ
0974028F,0974028FEA,12,FILTER UN TC .45UM 150ML 1EA,FILTER UN TC .45UM 150ML 12/CS,00001,00012,EA,CS
22235721,22235721EA,12,TB CN SPD PP F 1/4X3/8IN 1EA,TB CN SPD PP F 1/4X3/8IN 12PK,00001,00012,EA,PK
09761107,09761107EA,12,FLT PES 500/500 .22UM,FLT PES 500/500 .22UM 12/CS,00001,00012,EA,CS
10040C,10040CEA,12,FLASK ERLENMEYER 50ML,FLASK ERLENMEYER 50ML 12/PK,00001,00012,EA,PK
0974044A,0974044AEA,12,SERM FLT UNT .20UM 500ML  1EA,SERM FLT UNT .20UM 500ML 12/CS,00001,00012,EA,CS
FB12566500,FB12566500E,12,FLTR PES 150ML 50MM 0.2UM EA,FILTER PES 150ML 50MM 0.2UM,00001,00012,EA,CS
FB12566506,FB12566506E,12,FLTR PES 1000ML 90MM 0.2UM EA,FILTER PES 1000ML 90MM 0.2UM,00001,00012,EA,CS
22026700,22026700EA,12,FF MARKER BLK CHM RESIST 1/EA,FF MARKER BLK CHM RESIST 12/PK,00001,00012,EA,PK
097403C,097403CEA,12,FILT UN ST .80UM 1000ML 1/EA,FILT UN ST .80UM 1000ML 12/CS,00001,00012,PR,CS
0974036K,0974036KEA,12,FLTR UNIT CN .2UM 115ML 1/EA,FLTR UNIT CN .2UM 115ML 12/PK,00001,00012,PR,PK
05884D,05884DEA,12,CLMP BL JT SZ19 PLAST,CLMP BL JT SZ19 PLAST 12/CS,00025,00012,PK,CS
22260295,22260295EA,12,FUNNEL PP MICRO 28MM,FUNNEL PP MICRO 28MM 12/PK,00001,00012,EA,PK
19050067D,19050067DPR,12,GLV HFLX FM NT CT NYL 9 1/PR,GLV HFLX FM NT CT NYL 9 12PR,00001,00012,EA,DZ
0976152,0976152PK,12,BTL TOP FILTER .22UM MEM 1PK,BTL TOP FILTER .22UM MEM 12/CS,00001,00012,EA,CS
10371M,10371MEA,12,FUNNEL UTILITY 60ML,FUNNEL UTILITY 60ML PK12,00001,00012,EA,PK
0974111,0974111EA,12,FLTRBTLTPA-PES45MM1L 1/EA,FLTRBTLTPA-PES45MM1L 12CS,00100,00012,PK,CS
FB100150,FB100150EA,12,BEAKER GRIFFIN 150ML 1/EA,BEAKER GRIFFIN 150ML 12/PK,00001,00012,EA,PK
FB10050,FB10050EA,12,FB50050GRIFFIN 50ML 1/EA,FB50050GRIFFIN 50ML 12/PK,00001,00012,PR,PK
028962B,028962BEA,12,BOTTLE WM HDPE 2 OZ,BOTTLE WM HDPE 2 OZ 12/PK,00050,00012,PK,PK
0974103,0974103EA,12,FLTR UTA-PES1L90MM0.2,FLTR UTA-PES1L90MM0.2 12CS,00100,00012,PK,CS
02991A,02991AEA,12,BTL AMB W/GL DROPR 30ML,BTL AMB W/GL DROPR 30ML 12/CS,00150,00012,PK,CS
1167824C,1167824CEA,12,DIVIDR GRID 1/2IN 100PLC,DIVIDR GRID 7/16IN100CELL 12PK,00150,00012,PK,PK
13989218,13989218EA,12,BOX DIVIDR 81CELL 1/2INGRD,DIVIDER GRID 1/2IN 81CELL 12PK,00001,00012,EA,PK
0974025A,0974025AEA,12,FILTER UNIT .20UM 500ML,FILTER UNIT .20UM 500ML 12/CS,00100,00012,PK,CS
15319D,15319DEA,12,CONNECTOR T PP 5/16IN,CONNECTOR T PP 5/16IN 12/PK,00100,00012,PK,PK
1139234C,1139234CPR,12,GLV NEOPR FLK SZ L,GLV NEOPR FLK SZ L 12PR,00001,00012,EA,DZ
189992893,189992893PR,12,GLV NEOP N 360 22M SZ9,GLV NEOP N 360 22M SZ9 12PR,00001,00012,EA,DZ
10039C,10039CEA,12,FLASK ERLENM NM 50ML,FLASK ERLENM NM 50ML 12/PK,00001,00012,EA,PK
2140110,2140110EA,12,MICRO SPATULA TAPERD,MICRO SPATULA TAPERD 12/PK,00001,00012,EA,PK
S200B02RE,S200B02REEA,12,STERICUP RECEIVER250ML RS 1EA,STERICUP RECEIVER250ML RS PK12,00001,00012,EA,PK
153156A,153156AEA,12,CONNECTOR REDUCING 3-6MM 1EA,CONNECTOR REDUCING 3-6MM 12/PK,00001,00012,EA,PK
191303860,191303860EA,12,STRIL IPA 16OZ TRG 1/EA,STRIL IPA 16OZ TRG 12/CS,00001,00012,EA,CS
S2GVU02RE,S2GVU02REEA,12,STERICUPGV250MLDURAPOREPVD 1EA,STERICUPGV250MLDURAPOREPVDPK12,00001,00012,EA,PK
02992415,02992415EA,12,16OZ CL SSR F217 PTFE,16OZ CL SSR F217 PTFE 12CS,00100,00012,PK,CS
19155873,19155873EA,12,PYRAMEXPROH2MAXCLSAFEYEWEAR1EA,PROXIMITY CLEAR H2MAX AF,00025,00012,PK,CS
0435585,0435585EA,12,CIDHL STRL ISPRPL 32OZ 1/EA,CIDHL STRL ISPRPL 32OZ 12CS,00001,00012,EA,CS
02986C,02986CEA,12,BOTTLE DROPPING 125ML 1/EA,BOTTLE DROPPING 125ML 12/CS,00001,00012,EA,CS
03574,03574EA,12,BRUSH TEST TUBE MEDIUM,BRUSH TEST TUBE MEDIUM 12/PK,00001,00012,EA,PK
1167824A,1167824AEA,12,BOX W/COVER FIBERBD 2IN,2IN CARDBOARD BOX 12PK,00001,00012,EA,PK
10322E,10322EEA,12,FUNNEL CHEM FILTR 75MM,FUNNEL CHEM FILTR 75MM 12/PK,00300,00012,PK,PK
1139533C,1139533CPR,12,GLV NITRIL 13IN 15M SZ9 1PR,GLV NITRIL 13IN 15M SZ9 12PR,00001,00012,EA,DZ
1139533D,1139533DPR,12,GLV NITRI 13IN 15M SZ10 1PR,GLV NITRI 13IN 15M SZ10 12PR,00020,00012,PK,DZ
13757117,13757117PK,12,CAP BLACK PHENOLIC 12/PK,CAP BLACK PHENOLIC 144CS,00001,00144,EA,CS
19065787,19065787PK,12,WYPALL L30 ECONOMIZER PK/90,WYPALL L30 ECONOMIZER QF1080CS,00050,01080,PK,CS
502002090,502002090EA,12,CLRXDISFCTGWIPELEMN 35CT 1EA,CLOROX WIPES LEMON 35CT 12/CS,00072,00012,CS,CS
502003830,502003830EA,12,24OZ COTTONSADDLEBACK/WEB 1/EA,24OZ COTTONSADDLEBCK/WEB 12/CS,00050,00012,PK,CS
13757118,13757118PK,12,CAP BLACK PHENOLIC 12/PK,CAP BLACK PHENOLIC 144CS,00200,00144,PK,CS
07202150,07202150PK,12,MINI BIOREACT 50ML CT 25/PK,MINI BIOREACT 50ML CT 300/CS,00001,00300,EA,CS
07203510,07203510PK,12,CENTRIFE TUBE CAPRACK 25/PK,CENTRIFE TUBE CAPRACK 300CS,00001,00300,EA,CS
13757176,13757176PK,12,WATER LC-MS HPLC B AND J 12PK,CAP BLACK PHENOLIC 144CS,00005,00144,PK,CS
09761102,09761102EA,12,FIL SYS 500ML .22UM 70MM 1EA,FIL SYS 500ML .22UM 70MM 12/CS,00001,00012,EA,CS
19413028,19413028EA,12,V20PRTY SFTY GLS CL AFS LNS1EA,V20PRTY SFTY GLS CL AF LNS12CS,00001,00012,EA,CS
0255520B,0255520BEA,12,BEAKER HEVI DUTY 400ML 1/EA,BEAKER HEVI DUTY 400ML 12/PK,00001,00012,EA,PK
0300754,0300754EA,12,FB WM AMB BOT HDPE 500ML 1/EA,FB WM AMB BOT HDPE 500ML 12PK,00001,00012,EA,PK
FB12566504,FB12566504E,12,FILTER PES 500ML75MM 0.2UM1EA,FILTER PES 500ML 75MM 0.2UM,00001,00012,EA,CS
19057450C,19057450CEA,12,HZDGD2 TPESM W/A HD BT 2X 1EA,HZDGD2 TPESM W/A HD BT 2X 12CS,00001,00012,EA,CS
0974104,0974104EA,12,FLTR UTA-PES250ML50D.2 EACH,FLTR UTA-PES250ML50D.2 12CS,00001,00012,EA,CS
19152306,19152306PR,12,GLV CUT RESIS 18G ESD 8 1PR,GLV CUT RESIS 18G ESD 8 12PRDZ,00025,00012,PK,DZ
FB100400,FB100400EA,12,BEAKER GRIFFIN 400ML 1/EA,BEAKER GRIFFIN 400ML 12/PK,00025,00012,PK,PK
19547018,19547018EA,12,DECONCLN MIX .125OZ 1/EA,DECONCLN MIX .125OZ 12CS,00025,00012,PK,CS
0976140,0976140EA,12,FILTER FUNNEL 1L 90MM,FILTER FUNNEL 1L 90MM 12/CS,00025,00012,PK,CS
103467A,103467AEA,12,STR DSP PETG FLSK PBT250ML,103467B PETG FLSK PBT250ML12CS,20,00012,EA,CS
0976153,0976153EA,12,BTL TOP FILTER .45UM MEM 1/EA,BTL TOP FILTER .45UM MEM 12/CS,00050,00012,PK,CS
097402B,097402BEA,12,FILT UN STL .45UM 250ML 1/EA,FILT UN STL .45UM 250ML 12/CS,00025,00012,PK,CS
19050067C,19050067CPR,12,GLV HFLX FM NT CT NYL 8 1/PR,GLV HFLX FM NT CT NYL 8 12PR,00100,00012,PK,DZ
09761118,09761118EA,12,FLTR SYST 150ML .22 PES 1EA,FLTR SYST 150ML .22 PES 12/CS,00001,00012,EA,CS
0976141,0976141EA,12,FILTER CA .45 1 LITER 1 EA,FILTER CA .45 1 LITER 12/CS,00001,00012,EA,CS
03670,03670EA,12,BRUSH CAMEL HAIR 5MM,BRUSH CAMEL HAIR 5MM 12/PK,00001,00012,EA,PK
12565369,12565369PK,12,PLATE PP U96WELL NAT ST 10/PK,PLATE PP U96WELL NAT ST 120/CS,00001,00120,EA,CS
19020423,19020423EA,12,A4 FULLY CTD. CUT RES. GLV SZ6,A4 FULLY CTD. CUT RES. GLV,00001,00012,EA,DZ
19810609,19810609EA,12,33X45 NEOPRNE APRN BLK EA,33X45 NEOPRNE APRN BLK 12/DZ,00001,00012,EA,DZ
